customer_id,product purchased,complaints,money spent
3424,65,38,35
3425,24,38,92
3426,48,39,36
3427,31,39,61
3428,49,39,28
3429,24,39,65
3430,50,40,55
3431,27,40,47
3432,29,40,42
3433,31,40,42
3434,49,42,52
3435,33,42,60
3436,31,43,54
3437,59,43,60
3438,50,43,45
3439,47,43,41
3440,51,44,50
3441,69,44,46
3442,27,46,51
3443,53,46,46
3444,70,46,56
3445,19,46,55
3446,67,47,52
3447,54,47,59
3448,63,48,51
3449,18,48,59
3450,43,48,50
3451,68,48,48
3452,19,48,59
3453,32,48,47
3454,70,49,55
3455,47,49,42
3456,60,50,49
3457,60,50,56
3458,59,54,47
3459,26,54,54
3460,45,54,53
3461,40,54,48
3462,23,54,52
3463,49,54,42
3464,57,54,51
3465,38,54,55
3466,67,54,41
3467,46,54,44
3468,21,54,57
3469,48,54,46
3470,55,57,58
3471,22,57,55
3472,34,58,60
3473,50,58,46
3474,68,59,55
3475,18,59,41
3476,48,60,49
3477,40,60,40
3478,32,60,42
3479,24,60,52
3480,47,60,47
3481,27,60,50
3482,48,61,42
3483,20,61,49
3484,23,62,41
3485,49,62,48
3486,67,62,59
3487,26,62,55
3488,49,62,56
3489,21,62,42
3490,66,63,50
3491,54,63,46
3492,68,63,43
3493,66,63,48
3494,65,63,52
3495,19,63,54
3496,38,64,42
3497,19,64,46
3498,18,65,48
3499,19,65,50
3500,63,65,43
3501,49,65,59
3502,51,67,43
3503,50,67,57
3504,27,67,56
3505,38,67,40
3506,40,69,58
3507,39,69,91
3508,23,70,29
3509,31,70,77
3510,43,71,35
3511,40,71,95
3512,59,71,11
3513,38,71,75
3514,47,71,9
3515,39,71,75
3516,25,72,34
3517,31,72,71
3518,20,73,5
3519,29,73,88
3520,44,73,7
3521,32,73,73
3522,19,74,10
3523,35,74,72
3524,57,75,5
3525,32,75,93
3526,28,76,40
3527,32,76,87
3528,25,77,12
3529,28,77,97
3530,48,77,36
3531,32,77,74
3532,34,78,22
3533,34,78,90
3534,43,78,17
3535,39,78,88
3536,44,78,20
3537,38,78,76
3538,47,78,16
3539,27,78,89
3540,37,78,1
3541,30,78,78
3542,34,78,1
3543,30,78,73
3544,56,79,35
3545,29,79,83
3546,19,81,5
3547,31,81,93
3548,50,85,26
3549,36,85,75
3550,42,86,20
3551,33,86,95
3552,36,87,27
3553,32,87,63
3554,40,87,13
3555,28,87,75
3556,36,87,10
3557,36,87,92
3558,52,88,13
3559,30,88,86
3560,58,88,15
3561,27,88,69
3562,59,93,14
3563,35,93,90
3564,37,97,32
3565,32,97,86
3566,46,98,15
3567,29,98,88
3568,41,99,39
3569,30,99,97
3570,54,101,24
3571,28,101,68
3572,41,103,17
3573,36,103,85
3574,34,103,23
3575,32,103,69
3576,33,113,8
3577,38,113,91
3578,47,120,16
3579,35,120,79
3580,45,126,28
3581,32,126,74
3582,32,137,18
3583,19,15,39
3584,21,15,81
3585,20,16,6
3586,23,16,77
3587,31,17,40
3588,22,17,76
3589,35,18,6
3590,23,18,94
3591,64,19,3
3592,30,19,72
3593,67,19,14
3594,35,19,99
3595,58,20,15
3596,24,20,77
3597,37,20,13
3598,22,20,79
3599,35,21,35
3600,20,21,66
3601,52,23,29
3602,35,23,98
3603,35,24,35
3604,25,24,73
3605,46,25,5
3606,31,25,73
3607,54,28,14
3608,29,28,82
3609,45,28,32
3610,35,28,61
3611,40,29,31
3612,23,29,87
3613,60,30,4
3614,21,30,73
3615,53,33,4
3616,18,33,92
3617,49,33,14
3618,21,33,81
3619,42,34,17
3620,30,34,73
3621,36,37,26
3622,20,37,75
3623,65,38,35
3624,24,38,92
3625,48,39,36
3626,31,39,61
3627,49,39,28
3628,24,39,65
3629,50,40,55
3630,27,40,47
3631,29,40,42
3632,31,40,42
3633,49,42,52
3634,33,42,60
3635,31,43,54
3636,59,43,60
3637,50,43,45
3638,47,43,41
3639,51,44,50
3640,69,44,46
3641,27,46,51
3642,53,46,46
3643,70,46,56
3644,19,46,55
3645,67,47,52
3646,54,47,59
3647,63,48,51
3648,18,48,59
3649,43,48,50
3650,68,48,48
3651,19,48,59
3652,32,48,47
3653,70,49,55
3654,47,49,42
3655,60,50,49
3656,60,50,56
3657,59,54,47
3658,26,54,54
3659,45,54,53
3660,40,54,48
3661,23,54,52
3662,49,54,42
3663,57,54,51
3664,38,54,55
3665,67,54,41
3666,46,54,44
3667,21,54,57
3668,48,54,46
3669,55,57,58
3670,22,57,55
3671,34,58,60
3672,50,58,46
3673,68,59,55
3674,18,59,41
3675,48,60,49
3676,40,60,40
3677,32,60,42
3678,24,60,52
3679,47,60,47
3680,27,60,50
3681,48,61,42
3682,20,61,49
3683,23,62,41
3684,49,62,48
3685,67,62,59
3686,26,62,55
3687,49,62,56
3688,21,62,42
3689,66,63,50
3690,54,63,46
3691,68,63,43
3692,66,63,48
3693,65,63,52
3694,19,63,54
3695,38,64,42
3696,19,64,46
3697,18,65,48
3698,19,65,50
3699,63,65,43
3700,49,65,59
3701,51,67,43
3702,50,67,57
3703,27,67,56
3704,38,67,40
3705,40,69,58
3706,39,69,91
3707,23,70,29
3708,31,70,77
3709,43,71,35
3710,40,71,95
3711,59,71,11
3712,38,71,75
3713,47,71,9
3714,39,71,75
3715,25,72,34
3716,31,72,71
3717,20,73,5
3718,29,73,88
3719,44,73,7
3720,32,73,73
3721,19,74,10
3722,35,74,72
3723,57,75,5
3724,32,75,93
3725,28,76,40
3726,32,76,87
3727,25,77,12
3728,28,77,97
3729,48,77,36
3730,32,77,74
3731,34,78,22
3732,34,78,90
3733,43,78,17
3734,39,78,88
3735,44,78,20
3736,38,78,76
3737,47,78,16
3738,27,78,89
3739,37,78,1
3740,30,78,78
3741,34,78,1
3742,30,78,73
3743,56,79,35
3744,29,79,83
3745,19,81,5
3746,31,81,93
3747,50,85,26
3748,36,85,75
3749,42,86,20
3750,33,86,95
3751,36,87,27
3752,32,87,63
3753,40,87,13
3754,28,87,75
3755,36,87,10
3756,36,87,92
3757,52,88,13
3758,30,88,86
3759,58,88,15
3760,27,88,69
3761,59,93,14
3762,35,93,90
3763,37,97,32
3764,32,97,86
3765,46,98,15
3766,29,98,88
3767,41,99,39
3768,30,99,97
3769,54,101,24
3770,28,101,68
3771,41,103,17
3772,36,103,85
3773,34,103,23
3774,32,103,69
3775,33,113,8
3776,38,113,91
3777,47,120,16
3778,35,120,79
3779,45,126,28
3780,32,126,74
3781,32,137,18
3782,19,15,39
3783,21,15,81
3784,20,16,6
3785,23,16,77
3786,31,17,40
3787,22,17,76
3788,35,18,6
3789,23,18,94
3790,64,19,3
3791,30,19,72
3792,67,19,14
3793,35,19,99
3794,58,20,15
3795,24,20,77
3796,37,20,13
3797,22,20,79
3798,35,21,35
3799,20,21,66
3800,52,23,29
3801,35,23,98
3802,35,24,35
3803,25,24,73
3804,46,25,5
3805,31,25,73
3806,54,28,14
3807,29,28,82
3808,45,28,32
3809,35,28,61
3810,40,29,31
3811,23,29,87
3812,60,30,4
3813,21,30,73
3814,53,33,4
3815,18,33,92
3816,49,33,14
3817,21,33,81
3818,42,34,17
3819,30,34,73
3820,36,37,26
3821,20,37,75
3822,65,38,35
3823,24,38,92
3824,48,39,36
3825,31,39,61
3826,49,39,28
3827,24,39,65
3828,50,40,55
3829,27,40,47
3830,29,40,42
3831,31,40,42
3832,49,42,52
3833,33,42,60
3834,31,43,54
3835,59,43,60
3836,50,43,45
3837,47,43,41
3838,51,44,50
3839,69,44,46
3840,27,46,51
3841,53,46,46
3842,70,46,56
3843,19,46,55
3844,67,47,52
3845,54,47,59
3846,63,48,51
3847,18,48,59
3848,43,48,50
3849,68,48,48
3850,19,48,59
3851,32,48,47
3852,70,49,55
3853,47,49,42
3854,60,50,49
3855,60,50,56
3856,59,54,47
3857,26,54,54
3858,45,54,53
3859,40,54,48
3860,23,54,52
3861,49,54,42
3862,57,54,51
3863,38,54,55
3864,67,54,41
3865,46,54,44
3866,21,54,57
3867,48,54,46
3868,55,57,58
3869,22,57,55
3870,34,58,60
3871,50,58,46
3872,68,59,55
3873,18,59,41
3874,48,60,49
3875,40,60,40
3876,32,60,42
3877,24,60,52
3878,47,60,47
3879,27,60,50
3880,48,61,42
3881,20,61,49
3882,23,62,41
3883,49,62,48
3884,67,62,59
3885,26,62,55
3886,49,62,56
3887,21,62,42
3888,66,63,50
3889,54,63,46
3890,68,63,43
3891,66,63,48
3892,65,63,52
3893,19,63,54
3894,38,64,42
3895,19,64,46
3896,18,65,48
3897,19,65,50
3898,63,65,43
3899,49,65,59
3900,51,67,43
3901,50,67,57
3902,27,67,56
3903,38,67,40
3904,40,69,58
3905,39,69,91
3906,23,70,29
3907,31,70,77
3908,43,71,35
3909,40,71,95
3910,59,71,11
3911,38,71,75
3912,47,71,9
3913,39,71,75
3914,25,72,34
3915,31,72,71
3916,20,73,5
3917,29,73,88
3918,44,73,7
3919,32,73,73
3920,19,74,10
3921,35,74,72
3922,57,75,5
3923,32,75,93
3924,28,76,40
3925,32,76,87
3926,25,77,12
3927,28,77,97
3928,48,77,36
3929,32,77,74
3930,34,78,22
3931,34,78,90
3932,43,78,17
3933,39,78,88
3934,44,78,20
3935,38,78,76
3936,47,78,16
3937,27,78,89
3938,37,78,1
3939,30,78,78
3940,34,78,1
3941,30,78,73
3942,56,79,35
3943,29,79,83
3944,19,81,5
3945,31,81,93
3946,50,85,26
3947,36,85,75
3948,42,86,20
3949,33,86,95
3950,36,87,27
3951,32,87,63
3952,40,87,13
3953,28,87,75
3954,36,87,10
3955,36,87,92
3956,52,88,13
3957,30,88,86
3958,58,88,15
3959,27,88,69
3960,59,93,14
3961,35,93,90
3962,37,97,32
3963,32,97,86
3964,46,98,15
3965,29,98,88
3966,41,99,39
3967,30,99,97
3968,54,101,24
3969,28,101,68
3970,41,103,17
3971,36,103,85
3972,34,103,23
3973,32,103,69
3974,33,113,8
3975,38,113,91
3976,47,120,16
3977,35,120,79
3978,45,126,28
3979,32,126,74
3980,32,137,18
3981,19,15,39
3982,21,15,81
3983,20,16,6
3984,23,16,77
3985,31,17,40
3986,22,17,76
3987,35,18,6
3988,23,18,94
3989,64,19,3
3990,30,19,72
3991,67,19,14
3992,35,19,99
3993,58,20,15
3994,24,20,77
3995,37,20,13
3996,22,20,79
3997,35,21,35
3998,20,21,66
3999,52,23,29
4000,35,23,98
4001,35,24,35
4002,25,24,73
4003,46,25,5
4004,31,25,73
4005,54,28,14
4006,29,28,82
4007,45,28,32
4008,35,28,61
4009,40,29,31
4010,23,29,87
4011,60,30,4
4012,21,30,73
4013,53,33,4
4014,18,33,92
4015,49,33,14
4016,21,33,81
4017,42,34,17
4018,30,34,73
4019,36,37,26
4020,20,37,75
4021,65,38,35
4022,24,38,92
4023,48,39,36
4024,31,39,61
4025,49,39,28
4026,24,39,65
4027,50,40,55
4028,27,40,47
4029,29,40,42
4030,31,40,42
4031,49,42,52
4032,33,42,60
4033,31,43,54
4034,59,43,60
4035,50,43,45
4036,47,43,41
4037,51,44,50
4038,69,44,46
4039,27,46,51
4040,53,46,46
4041,70,46,56
4042,19,46,55
4043,67,47,52
4044,54,47,59
4045,63,48,51
4046,18,48,59
4047,43,48,50
4048,68,48,48
4049,19,48,59
4050,32,48,47
4051,70,49,55
4052,47,49,42
4053,60,50,49
4054,60,50,56
4055,59,54,47
4056,26,54,54
4057,45,54,53
4058,40,54,48
4059,23,54,52
4060,49,54,42
4061,57,54,51
4062,38,54,55
4063,67,54,41
4064,46,54,44
4065,21,54,57
4066,48,54,46
4067,55,57,58
4068,22,57,55
4069,34,58,60
4070,50,58,46
4071,68,59,55
4072,18,59,41
4073,48,60,49
4074,40,60,40
4075,32,60,42
4076,24,60,52
4077,47,60,47
4078,27,60,50
4079,48,61,42
4080,20,61,49
4081,23,62,41
4082,49,62,48
4083,67,62,59
4084,26,62,55
4085,49,62,56
4086,21,62,42
4087,66,63,50
4088,54,63,46
4089,68,63,43
4090,66,63,48
4091,65,63,52
4092,19,63,54
4093,38,64,42
4094,19,64,46
4095,18,65,48
4096,19,65,50
4097,63,65,43
4098,49,65,59
4099,51,67,43
4100,50,67,57
4101,27,67,56
4102,38,67,40
4103,40,69,58
4104,39,69,91
4105,23,70,29
4106,31,70,77
4107,43,71,35
4108,40,71,95
4109,59,71,11
4110,38,71,75
4111,47,71,9
4112,39,71,75
4113,25,72,34
4114,31,72,71
4115,20,73,5
4116,29,73,88
4117,44,73,7
4118,32,73,73
4119,19,74,10
4120,35,74,72
4121,57,75,5
4122,32,75,93
4123,28,76,40
4124,32,76,87
4125,25,77,12
4126,28,77,97
4127,48,77,36
4128,32,77,74
4129,34,78,22
4130,34,78,90
4131,43,78,17
4132,39,78,88
4133,44,78,20
4134,38,78,76
4135,47,78,16
4136,27,78,89
4137,37,78,1
4138,30,78,78
4139,34,78,1
4140,30,78,73
4141,56,79,35
4142,29,79,83
4143,19,81,5
4144,31,81,93
4145,50,85,26
4146,36,85,75
4147,42,86,20
4148,33,86,95
4149,36,87,27
4150,32,87,63
4151,40,87,13
4152,28,87,75
4153,36,87,10
4154,36,87,92
4155,52,88,13
4156,30,88,86
4157,58,88,15
4158,27,88,69
4159,59,93,14
4160,35,93,90
4161,37,97,32
4162,32,97,86
4163,46,98,15
4164,29,98,88
4165,41,99,39
4166,30,99,97
4167,54,101,24
4168,28,101,68
4169,41,103,17
4170,36,103,85
4171,34,103,23
4172,32,103,69
4173,33,113,8
4174,38,113,91
4175,47,120,16
4176,35,120,79
4177,45,126,28
4178,32,126,74
4179,32,137,18
4180,19,15,39
4181,21,15,81
4182,20,16,6
4183,23,16,77
4184,31,17,40
4185,22,17,76
4186,35,18,6
4187,23,18,94
4188,64,19,3
4189,30,19,72
4190,67,19,14
4191,35,19,99
4192,58,20,15
4193,24,20,77
4194,37,20,13
4195,22,20,79
4196,35,21,35
4197,20,21,66
4198,52,23,29
4199,35,23,98
4200,35,24,35
4201,25,24,73
4202,46,25,5
4203,31,25,73
4204,54,28,14
4205,29,28,82
4206,45,28,32
4207,35,28,61
4208,40,29,31
4209,23,29,87
4210,60,30,4
4211,21,30,73
4212,53,33,4
4213,18,33,92
4214,49,33,14
4215,21,33,81
4216,42,34,17
4217,30,34,73
4218,36,37,26
4219,20,37,75
4220,65,38,35
4221,24,38,92
4222,48,39,36
4223,31,39,61
4224,49,39,28
4225,24,39,65
4226,50,40,55
4227,27,40,47
4228,29,40,42
4229,31,40,42
4230,49,42,52
4231,33,42,60
4232,31,43,54
4233,59,43,60
4234,50,43,45
4235,47,43,41
4236,51,44,50
4237,69,44,46
4238,27,46,51
4239,53,46,46
4240,70,46,56
4241,19,46,55
4242,67,47,52
4243,54,47,59
4244,63,48,51
4245,18,48,59
4246,43,48,50
4247,68,48,48
4248,19,48,59
4249,32,48,47
4250,70,49,55
4251,47,49,42
4252,60,50,49
4253,60,50,56
4254,59,54,47
4255,26,54,54
4256,45,54,53
4257,40,54,48
4258,23,54,52
4259,49,54,42
4260,57,54,51
4261,38,54,55
4262,67,54,41
4263,46,54,44
4264,21,54,57
4265,48,54,46
4266,55,57,58
4267,22,57,55
4268,34,58,60
4269,50,58,46
4270,68,59,55
4271,18,59,41
4272,48,60,49
4273,40,60,40
4274,32,60,42
4275,24,60,52
4276,47,60,47
4277,27,60,50
4278,48,61,42
4279,20,61,49
4280,23,62,41
4281,49,62,48
4282,67,62,59
4283,26,62,55
4284,49,62,56
4285,21,62,42
4286,66,63,50
4287,54,63,46
4288,68,63,43
4289,66,63,48
4290,65,63,52
4291,19,63,54
4292,38,64,42
4293,19,64,46
4294,18,65,48
4295,19,65,50
4296,63,65,43
4297,49,65,59
4298,51,67,43
4299,50,67,57
4300,27,67,56
4301,38,67,40
4302,40,69,58
4303,39,69,91
4304,23,70,29
4305,31,70,77
4306,43,71,35
4307,40,71,95
4308,59,71,11
4309,38,71,75
4310,47,71,9
4311,39,71,75
4312,25,72,34
4313,31,72,71
4314,20,73,5
4315,29,73,88
4316,44,73,7
4317,32,73,73
4318,19,74,10
4319,35,74,72
4320,57,75,5
4321,32,75,93
4322,28,76,40
4323,32,76,87
4324,25,77,12
4325,28,77,97
4326,48,77,36
4327,32,77,74
4328,34,78,22
4329,34,78,90
4330,43,78,17
4331,39,78,88
4332,44,78,20
4333,38,78,76
4334,47,78,16
4335,27,78,89
4336,37,78,1
4337,30,78,78
4338,34,78,1
4339,30,78,73
4340,56,79,35
4341,29,79,83
4342,19,81,5
4343,31,81,93
4344,50,85,26
4345,36,85,75
4346,42,86,20
4347,33,86,95
4348,36,87,27
4349,32,87,63
4350,40,87,13
4351,28,87,75
4352,36,87,10
4353,36,87,92
4354,52,88,13
4355,30,88,86
4356,58,88,15
4357,27,88,69
4358,59,93,14
4359,35,93,90
4360,37,97,32
4361,32,97,86
4362,46,98,15
4363,29,98,88
4364,41,99,39
4365,30,99,97
4366,54,101,24
4367,28,101,68
4368,41,103,17
4369,36,103,85
4370,34,103,23
4371,32,103,69
4372,33,113,8
4373,38,113,91
4374,47,120,16
4375,35,120,79
4376,45,126,28
4377,32,126,74
4378,32,137,18
4379,19,15,39
4380,21,15,81
4381,20,16,6
4382,23,16,77
4383,31,17,40
4384,22,17,76
4385,35,18,6
4386,23,18,94
4387,64,19,3
4388,30,19,72
4389,67,19,14
4390,35,19,99
4391,58,20,15
4392,24,20,77
4393,37,20,13
4394,22,20,79
4395,35,21,35
4396,20,21,66
4397,52,23,29
4398,35,23,98
4399,35,24,35
4400,25,24,73
4401,46,25,5
4402,31,25,73
4403,54,28,14
4404,29,28,82
4405,45,28,32
4406,35,28,61
4407,40,29,31
4408,23,29,87
4409,60,30,4
4410,21,30,73
4411,53,33,4
4412,18,33,92
4413,49,33,14
4414,21,33,81
4415,42,34,17
4416,30,34,73
4417,36,37,26
4418,20,37,75
4419,65,38,35
4420,24,38,92
4421,48,39,36
4422,31,39,61
4423,49,39,28
4424,24,39,65
4425,50,40,55
4426,27,40,47
4427,29,40,42
4428,31,40,42
4429,49,42,52
4430,33,42,60
4431,31,43,54
4432,59,43,60
4433,50,43,45
4434,47,43,41
4435,51,44,50
4436,69,44,46
4437,27,46,51
4438,53,46,46
4439,70,46,56
4440,19,46,55
4441,67,47,52
4442,54,47,59
4443,63,48,51
4444,18,48,59
4445,43,48,50
4446,68,48,48
4447,19,48,59
4448,32,48,47
4449,70,49,55
4450,47,49,42
4451,60,50,49
4452,60,50,56
4453,59,54,47
4454,26,54,54
4455,45,54,53
4456,40,54,48
4457,23,54,52
4458,49,54,42
4459,57,54,51
4460,38,54,55
4461,67,54,41
4462,46,54,44
4463,21,54,57
4464,48,54,46
4465,55,57,58
4466,22,57,55
4467,34,58,60
4468,50,58,46
4469,68,59,55
4470,18,59,41
4471,48,60,49
4472,40,60,40
4473,32,60,42
4474,24,60,52
4475,47,60,47
4476,27,60,50
4477,48,61,42
4478,20,61,49
4479,23,62,41
4480,49,62,48
4481,67,62,59
4482,26,62,55
4483,49,62,56
4484,21,62,42
4485,66,63,50
4486,54,63,46
4487,68,63,43
4488,66,63,48
4489,65,63,52
4490,19,63,54
4491,38,64,42
4492,19,64,46
4493,18,65,48
4494,19,65,50
4495,63,65,43
4496,49,65,59
4497,51,67,43
4498,50,67,57
4499,27,67,56
4500,38,67,40
4501,40,69,58
4502,39,69,91
4503,23,70,29
4504,31,70,77
4505,43,71,35
4506,40,71,95
4507,59,71,11
4508,38,71,75
4509,47,71,9
4510,39,71,75
4511,25,72,34
4512,31,72,71
4513,20,73,5
4514,29,73,88
4515,44,73,7
4516,32,73,73
4517,19,74,10
4518,35,74,72
4519,57,75,5
4520,32,75,93
4521,28,76,40
4522,32,76,87
4523,25,77,12
4524,28,77,97
4525,48,77,36
4526,32,77,74
4527,34,78,22
4528,34,78,90
4529,43,78,17
4530,39,78,88
4531,44,78,20
4532,38,78,76
4533,47,78,16
4534,27,78,89
4535,37,78,1
4536,30,78,78
4537,34,78,1
4538,30,78,73
4539,56,79,35
4540,29,79,83
4541,19,81,5
4542,31,81,93
4543,50,85,26
4544,36,85,75
4545,42,86,20
4546,33,86,95
4547,36,87,27
4548,32,87,63
4549,40,87,13
4550,28,87,75
4551,36,87,10
4552,36,87,92
4553,52,88,13
4554,30,88,86
4555,58,88,15
4556,27,88,69
4557,59,93,14
4558,35,93,90
4559,37,97,32
4560,32,97,86
4561,46,98,15
4562,29,98,88
4563,41,99,39
4564,30,99,97
4565,54,101,24
4566,28,101,68
4567,41,103,17
4568,36,103,85
4569,34,103,23
4570,32,103,69
4571,33,113,8
4572,38,113,91
4573,47,120,16
4574,35,120,79
4575,45,126,28
4576,32,126,74
4577,32,137,18
4578,19,15,39
4579,21,15,81
4580,20,16,6
4581,23,16,77
4582,31,17,40
4583,22,17,76
4584,35,18,6
4585,23,18,94
4586,64,19,3
4587,30,19,72
4588,67,19,14
4589,35,19,99
4590,58,20,15
4591,24,20,77
4592,37,20,13
4593,22,20,79
4594,35,21,35
4595,20,21,66
4596,52,23,29
4597,35,23,98
4598,35,24,35
4599,25,24,73
4600,46,25,5
4601,31,25,73
4602,54,28,14
4603,29,28,82
4604,45,28,32
4605,35,28,61
4606,40,29,31
4607,23,29,87
4608,60,30,4
4609,21,30,73
4610,53,33,4
4611,18,33,92
4612,49,33,14
4613,21,33,81
4614,42,34,17
4615,30,34,73
4616,36,37,26
4617,20,37,75
4618,65,38,35
4619,24,38,92
4620,48,39,36
4621,31,39,61
4622,49,39,28
4623,24,39,65
4624,50,40,55
4625,27,40,47
4626,29,40,42
4627,31,40,42
4628,49,42,52
4629,33,42,60
4630,31,43,54
4631,59,43,60
4632,50,43,45
4633,47,43,41
4634,51,44,50
4635,69,44,46
4636,27,46,51
4637,53,46,46
4638,70,46,56
4639,19,46,55
4640,67,47,52
4641,54,47,59
4642,63,48,51
4643,18,48,59
4644,43,48,50
4645,68,48,48
4646,19,48,59
4647,32,48,47
4648,70,49,55
4649,47,49,42
4650,60,50,49
4651,60,50,56
4652,59,54,47
4653,26,54,54
4654,45,54,53
4655,40,54,48
4656,23,54,52
4657,49,54,42
4658,57,54,51
4659,38,54,55
4660,67,54,41
4661,46,54,44
4662,21,54,57
4663,48,54,46
4664,55,57,58
4665,22,57,55
4666,34,58,60
4667,50,58,46
4668,68,59,55
4669,18,59,41
4670,48,60,49
4671,40,60,40
4672,32,60,42
4673,24,60,52
4674,47,60,47
4675,27,60,50
4676,48,61,42
4677,20,61,49
4678,23,62,41
4679,49,62,48
4680,67,62,59
4681,26,62,55
4682,49,62,56
4683,21,62,42
4684,66,63,50
4685,54,63,46
4686,68,63,43
4687,66,63,48
4688,65,63,52
4689,19,63,54
4690,38,64,42
4691,19,64,46
4692,18,65,48
4693,19,65,50
4694,63,65,43
4695,49,65,59
4696,51,67,43
4697,50,67,57
4698,27,67,56
4699,38,67,40
4700,40,69,58
4701,39,69,91
4702,23,70,29
4703,31,70,77
4704,43,71,35
4705,40,71,95
4706,59,71,11
4707,38,71,75
4708,47,71,9
4709,39,71,75
4710,25,72,34
4711,31,72,71
4712,20,73,5
4713,29,73,88
4714,44,73,7
4715,32,73,73
4716,19,74,10
4717,35,74,72
4718,57,75,5
4719,32,75,93
4720,28,76,40
4721,32,76,87
4722,25,77,12
4723,28,77,97
4724,48,77,36
4725,32,77,74
4726,34,78,22
4727,34,78,90
4728,43,78,17
4729,39,78,88
4730,44,78,20
4731,38,78,76
4732,47,78,16
4733,27,78,89
4734,37,78,1
4735,30,78,78
4736,34,78,1
4737,30,78,73
4738,56,79,35
4739,29,79,83
4740,19,81,5
4741,31,81,93
4742,50,85,26
4743,36,85,75
4744,42,86,20
4745,33,86,95
4746,36,87,27
4747,32,87,63
4748,40,87,13
4749,28,87,75
4750,36,87,10
4751,36,87,92
4752,52,88,13
4753,30,88,86
4754,58,88,15
4755,27,88,69
4756,59,93,14
4757,35,93,90
4758,37,97,32
4759,32,97,86
4760,46,98,15
4761,29,98,88
4762,41,99,39
4763,30,99,97
4764,54,101,24
4765,28,101,68
4766,41,103,17
4767,36,103,85
4768,34,103,23
4769,32,103,69
4770,33,113,8
4771,38,113,91
4772,47,120,16
4773,35,120,79
4774,45,126,28
4775,32,126,74
4776,32,137,18
4777,19,15,39
4778,21,15,81
4779,20,16,6
4780,23,16,77
4781,31,17,40
4782,22,17,76
4783,35,18,6
4784,23,18,94
4785,64,19,3
4786,30,19,72
4787,67,19,14
4788,35,19,99
4789,58,20,15
4790,24,20,77
4791,37,20,13
4792,22,20,79
4793,35,21,35
4794,20,21,66
4795,52,23,29
4796,35,23,98
4797,35,24,35
4798,25,24,73
4799,46,25,5
4800,31,25,73
4801,54,28,14
4802,29,28,82
4803,45,28,32
4804,35,28,61
4805,40,29,31
4806,23,29,87
4807,60,30,4
4808,21,30,73
4809,53,33,4
4810,18,33,92
4811,49,33,14
4812,21,33,81
4813,42,34,17
4814,30,34,73
4815,36,37,26
4816,20,37,75
4817,65,38,35
4818,24,38,92
4819,48,39,36
4820,31,39,61
4821,49,39,28
4822,24,39,65
4823,50,40,55
4824,27,40,47
4825,29,40,42
4826,31,40,42
4827,49,42,52
4828,33,42,60
4829,31,43,54
4830,59,43,60
4831,50,43,45
4832,47,43,41
4833,51,44,50
4834,69,44,46
4835,27,46,51
4836,53,46,46
4837,70,46,56
4838,19,46,55
4839,67,47,52
4840,54,47,59
4841,63,48,51
4842,18,48,59
4843,43,48,50
4844,68,48,48
4845,19,48,59
4846,32,48,47
4847,70,49,55
4848,47,49,42
4849,60,50,49
4850,60,50,56
4851,59,54,47
4852,26,54,54
4853,45,54,53
4854,40,54,48
4855,23,54,52
4856,49,54,42
4857,57,54,51
4858,38,54,55
4859,67,54,41
4860,46,54,44
4861,21,54,57
4862,48,54,46
4863,55,57,58
4864,22,57,55
4865,34,58,60
4866,50,58,46
4867,68,59,55
4868,18,59,41
4869,48,60,49
4870,40,60,40
4871,32,60,42
4872,24,60,52
4873,47,60,47
4874,27,60,50
4875,48,61,42
4876,20,61,49
4877,23,62,41
4878,49,62,48
4879,67,62,59
4880,26,62,55
4881,49,62,56
4882,21,62,42
4883,66,63,50
4884,54,63,46
4885,68,63,43
4886,66,63,48
4887,65,63,52
4888,19,63,54
4889,38,64,42
4890,19,64,46
4891,18,65,48
4892,19,65,50
4893,63,65,43
4894,49,65,59
4895,51,67,43
4896,50,67,57
4897,27,67,56
4898,38,67,40
4899,40,69,58
4900,39,69,91
4901,23,70,29
4902,31,70,77
4903,43,71,35
4904,40,71,95
4905,59,71,11
4906,38,71,75
4907,47,71,9
4908,39,71,75
4909,25,72,34
4910,31,72,71
4911,20,73,5
4912,29,73,88
4913,44,73,7
4914,32,73,73
4915,19,74,10
4916,35,74,72
4917,57,75,5
4918,32,75,93
4919,28,76,40
4920,32,76,87
4921,25,77,12
4922,28,77,97
4923,48,77,36
4924,32,77,74
4925,34,78,22
4926,34,78,90
4927,43,78,17
4928,39,78,88
4929,44,78,20
4930,38,78,76
4931,47,78,16
4932,27,78,89
4933,37,78,1
4934,30,78,78
4935,34,78,1
4936,30,78,73
4937,56,79,35
4938,29,79,83
4939,19,81,5
4940,31,81,93
4941,50,85,26
4942,36,85,75
4943,42,86,20
4944,33,86,95
4945,36,87,27
4946,32,87,63
4947,40,87,13
4948,28,87,75
4949,36,87,10
4950,36,87,92
4951,52,88,13
4952,30,88,86
4953,58,88,15
4954,27,88,69
4955,59,93,14
4956,35,93,90
4957,37,97,32
4958,32,97,86
4959,46,98,15
4960,29,98,88
4961,41,99,39
4962,30,99,97
4963,54,101,24
4964,28,101,68
4965,41,103,17
4966,36,103,85
4967,34,103,23
4968,32,103,69
4969,33,113,8
4970,38,113,91
4971,47,120,16
4972,35,120,79
4973,45,126,28
4974,32,126,74
4975,32,137,18
4976,19,15,39
